Maschine,Alarmident,Alarmtext,Alarmgruppe,Startzeit,Endzeit,Alarmtext_Cleaned,Alarmtext_eng,TimeDays,TimeHrs,TimeMins,TimeDuration
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,08.04.2018 22:02,09.04.2018 00:00,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,1,58,0 days 1 hrs 58 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,07.04.2018 06:12,07.04.2018 06:12,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,07.04.2018 06:11,07.04.2018 06:11,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,07.04.2018 04:05,07.04.2018 04:05,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 22:50,06.04.2018 22:50,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 22:40,06.04.2018 22:40,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 22:38,06.04.2018 22:38,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 21:58,06.04.2018 21:58,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 19:10,06.04.2018 19:11,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,1,0 days 0 hrs 1 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 19:09,06.04.2018 19:09,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 17:29,06.04.2018 17:31,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,2,0 days 0 hrs 2 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 16:24,06.04.2018 16:24,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 03:47,06.04.2018 03:47,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 03:47,06.04.2018 03:47,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 03:46,06.04.2018 03:46,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 03:44,06.04.2018 03:44,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 03:44,06.04.2018 03:44,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 02:12,06.04.2018 02:12,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,06.04.2018 00:54,06.04.2018 00:54,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 22:43,05.04.2018 22:43,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 22:33,05.04.2018 22:34,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,1,0 days 0 hrs 1 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 19:31,05.04.2018 19:31,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 19:30,05.04.2018 19:30,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 18:34,05.04.2018 18:34,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 18:34,05.04.2018 18:34,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 15:57,05.04.2018 15:57,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 15:33,05.04.2018 15:33,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 15:32,05.04.2018 15:32,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 15:24,05.04.2018 15:24,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 15:23,05.04.2018 15:23,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 15:21,05.04.2018 15:21,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 15:20,05.04.2018 15:20,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 11:28,05.04.2018 11:28,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 08:16,05.04.2018 08:16,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 03:07,05.04.2018 03:08,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,1,0 days 0 hrs 1 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,05.04.2018 03:07,05.04.2018 03:07,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 22:25,04.04.2018 22:25,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 22:19,04.04.2018 22:19,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 19:29,04.04.2018 19:29,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 19:29,04.04.2018 19:29,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 19:28,04.04.2018 19:28,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 19:28,04.04.2018 19:28,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 14:20,04.04.2018 14:20,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 14:17,04.04.2018 14:18,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,1,0 days 0 hrs 1 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 10:15,04.04.2018 10:15,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 10:12,04.04.2018 10:12,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 06:49,04.04.2018 06:49,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 06:44,04.04.2018 06:44,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 03:04,04.04.2018 03:04,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,04.04.2018 03:01,04.04.2018 03:01,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,03.04.2018 22:49,03.04.2018 22:50,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,1,0 days 0 hrs 1 mins 
LSL_FT1_1,160.2,Sicherheitstüren nicht verriegelt!,Alarm,03.04.2018 22:40,03.04.2018 22:40,Sicherheitstüren nicht verriegelt!,Security doors unlocked!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Unbekannter Alarm 200,Alarm,02.04.2018 22:33,02.04.2018 22:33,Unbekannter Alarm 200,Unknown alarm 200,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.2,Unbekannter Alarm 200,Alarm,02.04.2018 22:33,02.04.2018 22:33,Unbekannter Alarm 200,Unknown alarm 200,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.201,Unbekannter Alarm 201,Alarm,02.04.2018 22:33,02.04.2018 22:33,Unbekannter Alarm 201,Unknown alarm 201,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.201,Unbekannter Alarm 201,Alarm,02.04.2018 22:33,02.04.2018 22:33,Unbekannter Alarm 201,Unknown alarm 201,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.202,Unbekannter Alarm 202,Alarm,02.04.2018 22:33,02.04.2018 22:33,Unbekannter Alarm 202,Unknown alarm 202,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.202,Unbekannter Alarm 202,Alarm,02.04.2018 22:30,02.04.2018 22:33,Unbekannter Alarm 202,Unknown alarm 202,0,0,3,0 days 0 hrs 3 mins 
LSL_FT1_1,160.271,Unbekannter Alarm 271,Alarm,07.04.2018 06:40,08.04.2018 22:02,Unbekannter Alarm 271,Unknown alarm 271,1,15,22,1 days 15 hrs 22 mins 
LSL_FT1_1,160.271,Unbekannter Alarm 271,Alarm,06.04.2018 18:58,06.04.2018 18:58,Unbekannter Alarm 271,Unknown alarm 271,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.271,Unbekannter Alarm 271,Alarm,05.04.2018 11:08,05.04.2018 11:08,Unbekannter Alarm 271,Unknown alarm 271,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.271,Unbekannter Alarm 271,Alarm,03.04.2018 11:45,03.04.2018 11:45,Unbekannter Alarm 271,Unknown alarm 271,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.271,Unbekannter Alarm 271,Alarm,03.04.2018 09:58,03.04.2018 09:58,Unbekannter Alarm 271,Unknown alarm 271,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.271,Unbekannter Alarm 271,Alarm,02.04.2018 00:00,02.04.2018 23:34,Unbekannter Alarm 271,Unknown alarm 271,0,23,34,0 days 23 hrs 34 mins 
LSL_FT1_1,160.7,LP am festen Saugarm verloren!,Alarm,06.04.2018 03:43,06.04.2018 03:44,LP am festen Saugarm verloren!,LP lost on the fixed suction arm!,0,0,1,0 days 0 hrs 1 mins 
LSL_FT1_1,160.7,LP am festen Saugarm verloren!,Alarm,06.04.2018 03:44,06.04.2018 03:45,LP am festen Saugarm verloren!,LP lost on the fixed suction arm!,0,0,1,0 days 0 hrs 1 mins 
LSL_FT1_1,160.7,LP am festen Saugarm verloren!,Alarm,03.04.2018 17:42,03.04.2018 17:43,LP am festen Saugarm verloren!,LP lost on the fixed suction arm!,0,0,1,0 days 0 hrs 1 mins 
LSL_FT1_1,160.7,LP am festen Saugarm verloren!,Alarm,06.04.2018 03:46,06.04.2018 03:46,LP am festen Saugarm verloren!,LP lost on the fixed suction arm!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.7,LP am festen Saugarm verloren!,Alarm,06.04.2018 03:47,06.04.2018 03:47,LP am festen Saugarm verloren!,LP lost on the fixed suction arm!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.7,LP am festen Saugarm verloren!,Alarm,06.04.2018 03:47,06.04.2018 03:47,LP am festen Saugarm verloren!,LP lost on the fixed suction arm!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.7,LP am festen Saugarm verloren!,Alarm,06.04.2018 17:30,06.04.2018 17:31,LP am festen Saugarm verloren!,LP lost on the fixed suction arm!,0,0,1,0 days 0 hrs 1 mins 
LSL_FT1_1,160.8,LP am beweglichen Saugarm verloren!,Alarm,06.04.2018 17:30,06.04.2018 17:31,LP am beweglichen Saugarm verloren!,LP lost the movable suction arm!,0,0,1,0 days 0 hrs 1 mins 
LSL_FT1_1,160.8,LP am beweglichen Saugarm verloren!,Alarm,03.04.2018 17:41,03.04.2018 17:43,LP am beweglichen Saugarm verloren!,LP lost the movable suction arm!,0,0,2,0 days 0 hrs 2 mins 
LSL_FT1_1,160.8,LP am beweglichen Saugarm verloren!,Alarm,06.04.2018 03:46,06.04.2018 03:46,LP am beweglichen Saugarm verloren!,LP lost the movable suction arm!,0,0,0,0 days 0 hrs 0 mins 
LSL_FT1_1,160.8,LP am beweglichen Saugarm verloren!,Alarm,06.04.2018 03:44,06.04.2018 03:45,LP am beweglichen Saugarm verloren!,LP lost the movable suction arm!,0,0,1,0 days 0 hrs 1 mins 
LSL_FT1_1,160.8,LP am beweglichen Saugarm verloren!,Alarm,04.04.2018 19:29,04.04.2018 19:29,LP am beweglichen Saugarm verloren!,LP lost the movable suction arm!,0,0,0,0 days 0 hrs 0 mins 
